*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.5.035 -develop  JUN 14, 2021 09:08:55

*RUN   1        : 20 IRRIG, PETPEN NO KCB.. MZCER047 KSRT2001    1
 MODEL          : MZCER047 - Maize
 EXPERIMENT     : KSRT2001 SB ARM 2020 KS, IRRIGATED
 DATA PATH      :
 TREATMENT  1   : 20 IRRIG, PETPEN NO KCB.. MZCER047
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                    NH4 (ppm) at soil dep. (cm):                                    Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-29   29-43   43-53   53-64  64-132 132-201     0-5    5-15   15-29   29-43   43-53   53-64  64-132 132-201     0-5    5-15   15-29   29-43   43-53   53-64  64-132 132-201
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    
 2020 164    59     0     0    73.1    71.3     1.8     0.0   51.61   52.23    0.00    0.00    0.00   51.61    0.41    0.00    0.00   10.67     6.9     6.9    3.91    2.61    2.44    1.93    1.86    0.18    0.22    0.14    0.15    0.07    0.07    0.05    0.05   10.85    7.11    7.03    4.05    2.68    2.51    1.97    1.91
 2020 165    60     0     0    73.7    71.9     1.8     0.0   52.74   53.38    0.00    0.00    0.00   52.74    0.98    0.00    0.00   10.61     6.8     6.9    4.00    2.66    2.49    1.95    1.89    0.19    0.20    0.14    0.15    0.07    0.07    0.05    0.05   10.79    7.02    7.05    4.15    2.72    2.56    2.00    1.93
 2020 166    61     0     0    74.0    72.2     1.8     0.0   53.85   54.49    0.00    0.00    0.00   53.85    1.77    0.00    0.00   10.44     6.7     6.9    4.10    2.70    2.53    1.98    1.91    0.18    0.19    0.14    0.15    0.07    0.07    0.05    0.05   10.62    6.85    7.03    4.25    2.77    2.60    2.02    1.96
 2020 167    62     0     0    74.5    72.8     1.7     0.0   55.05   55.78    0.00    0.00    0.00   55.05    2.49    0.00    0.00    6.03     7.7     7.6    4.21    2.75    2.58    2.01    1.93    0.14    0.18    0.13    0.14    0.07    0.07    0.05    0.05    6.18    7.89    7.76    4.36    2.81    2.64    2.05    1.98
 2020 168    63     0     0    74.6    72.7     1.9     0.0   56.33   56.91    0.00    0.00    0.00   56.33    3.67    0.00    0.00    7.15     7.1     7.6    4.16    2.76    2.58    2.02    1.94    0.26    0.28    0.13    0.13    0.06    0.06    0.04    0.05    7.41    7.36    7.72    4.29    2.83    2.64    2.06    1.99
 2020 169    64     0     0    74.3    72.8     1.5     0.0   57.50   58.43    0.00    0.00    0.00   57.50    5.09    0.00    0.00    8.39     6.8     7.3    4.11    2.78    2.58    2.03    1.95    0.17    0.17    0.13    0.05    0.06    0.06    0.04    0.05    8.56    7.00    7.43    4.16    2.84    2.65    2.07    2.00
 2020 170    65     0     0    74.2    72.7     1.5     0.0   58.66   59.62    0.00    0.00    0.00   58.66    6.36    0.00    0.00    8.16     6.5     7.2    4.15    2.83    2.63    2.06    1.98    0.17    0.17    0.13    0.04    0.06    0.06    0.04    0.05    8.33    6.71    7.28    4.18    2.89    2.70    2.10    2.03
 2020 171    66     0     0    73.2    71.7     1.5     0.0   59.78   60.73    0.00    0.00    0.00   59.78    8.49    0.00    0.00    7.58     6.0     6.8    4.17    2.88    2.68    2.09    2.00    0.15    0.17    0.13    0.04    0.06    0.06    0.04    0.05    7.73    6.15    6.95    4.21    2.94    2.74    2.13    2.05
 2020 172    67     0     0    72.8    71.2     1.6     0.0   60.81   61.71    0.00    0.00    0.00   60.81    9.96    0.00    0.00    7.21     5.6     6.6    4.19    2.92    2.72    2.11    2.03    0.15    0.18    0.14    0.04    0.07    0.07    0.04    0.05    7.36    5.80    6.74    4.22    2.98    2.79    2.16    2.07
 2020 173    68     0     0    70.1    68.5     1.6     0.0   61.80   62.68    0.00    0.00    0.00   61.80   13.63    0.00    0.00    6.02     4.6     5.9    4.19    2.96    2.76    2.14    2.05    0.13    0.18    0.14    0.04    0.07    0.07    0.05    0.05    6.15    4.77    6.03    4.23    3.03    2.83    2.18    2.10
 2020 174    69     0     0    69.0    67.4     1.6     0.0   62.76   63.65    0.00    0.00    0.00   62.76   15.71    0.00    0.00    3.44     5.1     5.5    4.19    3.00    2.81    2.16    2.07    0.12    0.18    0.14    0.04    0.07    0.07    0.05    0.05    3.56    5.24    5.66    4.23    3.07    2.87    2.21    2.12
 2020 175    70     0     0    67.0    65.4     1.7     0.0   63.73   64.52    0.00    0.00    0.00   63.73   18.61    0.00    0.00    2.82     4.1     4.9    4.18    3.05    2.85    2.19    2.09    0.22    0.19    0.14    0.04    0.07    0.07    0.05    0.05    3.04    4.33    5.08    4.22    3.11    2.92    2.24    2.14
 2020 176    71     0     0    65.5    63.8     1.6     0.0   64.68   65.49    0.00    0.00    0.00   64.68   21.14    0.00    0.00    3.07     3.5     4.5    4.05    3.05    2.83    2.20    2.10    0.20    0.19    0.14    0.04    0.07    0.07    0.05    0.05    3.27    3.66    4.62    4.09    3.12    2.90    2.24    2.15
 2020 177    72     0     0    62.8    61.2     1.6     0.0   65.70   66.57    0.00    0.00    0.00   65.70   24.80    0.00    0.00    2.24     2.4     3.7    4.03    3.10    2.88    2.22    2.13    0.18    0.18    0.12    0.04    0.07    0.07    0.05    0.05    2.42    2.63    3.81    4.07    3.16    2.95    2.27    2.17
 2020 178    73     0     0    59.8    58.3     1.5     0.0   66.70   67.66    0.00    0.00    0.00   66.70   28.79    0.00    0.00    1.35     1.4     2.7    3.98    3.14    2.93    2.25    2.15    0.15    0.16    0.11    0.04    0.07    0.07    0.05    0.05    1.50    1.59    2.85    4.02    3.21    2.99    2.30    2.20
 2020 179    74     0     0    57.5    56.1     1.4     0.0   67.66   68.72    0.00    0.00    0.00   67.66   32.04    0.00    0.00    0.83     0.7     1.9    3.92    3.19    2.97    2.28    2.18    0.11    0.14    0.09    0.04    0.06    0.07    0.04    0.05    0.94    0.85    1.95    3.96    3.26    3.04    2.32    2.22
 2020 180    75     0     0    56.5    55.2     1.3     0.0   68.60   69.75    0.00    0.00    0.00   68.60   33.95    0.00    0.00    0.73     0.4     1.3    3.86    3.24    3.02    2.31    2.20    0.09    0.11    0.08    0.04    0.06    0.06    0.04    0.05    0.82    0.53    1.36    3.90    3.31    3.09    2.35    2.25
 2020 181    76     0     0    56.3    55.1     1.2     0.0   69.51   70.75    0.00    0.00    0.00   69.51   35.08    0.00    0.00    0.52     0.5     0.9    3.81    3.30    3.08    2.34    2.23    0.09    0.07    0.07    0.03    0.06    0.06    0.04    0.05    0.60    0.57    0.98    3.84    3.36    3.14    2.38    2.27
 2020 182    77     0     0    56.4    55.0     1.3     0.0   70.52   71.65    0.00    0.00    0.00   70.52   36.06    0.00    0.00    0.29     0.3     0.7    3.77    3.35    3.13    2.37    2.25    0.22    0.11    0.06    0.03    0.06    0.06    0.04    0.05    0.51    0.44    0.80    3.80    3.41    3.19    2.41    2.30
 2020 183    78     0     0    56.1    54.9     1.2     0.0   71.48   72.70    0.00    0.00    0.00   71.48   37.28    0.00    0.00    0.55     0.4     1.0    3.67    2.75    3.12    2.38    2.26    0.17    0.08    0.05    0.03    0.06    0.06    0.04    0.05    0.72    0.48    1.00    3.70    2.81    3.17    2.42    2.31
 2020 184    79     0     0    55.7    54.6     1.2     0.0   72.37   73.65    0.00    0.00    0.00   72.37   38.52    0.00    0.00    0.42     0.3     0.8    3.69    2.35    3.16    2.41    2.29    0.14    0.07    0.05    0.03    0.03    0.06    0.04    0.05    0.56    0.40    0.85    3.73    2.39    3.23    2.45    2.33
 2020 185    80     0     0    55.9    54.8     1.1     0.0   73.19   74.52    0.00    0.00    0.00   73.19   39.20    0.00    0.00    0.57     0.3     0.7    3.72    2.11    3.21    2.44    2.31    0.08    0.06    0.05    0.03    0.03    0.06    0.04    0.05    0.65    0.38    0.75    3.75    2.13    3.28    2.48    2.36
 2020 186    81     0     0    56.2    55.1     1.1     0.0   73.99   75.33    0.00    0.00    0.00   73.99   39.68    0.00    0.00    0.65     0.3     0.6    3.75    1.95    3.26    2.47    2.34    0.08    0.06    0.05    0.03    0.02    0.06    0.04    0.05    0.73    0.37    0.68    3.78    1.98    3.33    2.51    2.39
 2020 187    82     0     0    56.6    55.5     1.1     0.0   74.75   76.09    0.00    0.00    0.00   74.75   40.05    0.00    0.00    0.73     0.3     0.6    3.77    1.84    3.31    2.50    2.36    0.07    0.05    0.05    0.03    0.02    0.06    0.04    0.05    0.80    0.37    0.63    3.81    1.87    3.37    2.54    2.41
 2020 188    83     0     0    56.5    55.4     1.1     0.0   75.46   76.79    0.00    0.00    0.00   75.46   40.86    0.00    0.00    0.80     0.3     0.6    3.80    1.76    2.96    2.52    2.39    0.06    0.05    0.05    0.03    0.02    0.07    0.04    0.05    0.86    0.37    0.60    3.83    1.78    3.02    2.57    2.44
 2020 189    84     0     0    56.3    55.2     1.1     0.0   76.14   77.49    0.00    0.00    0.00   76.14   41.74    0.00    0.00    0.85     0.3     0.5    3.82    1.70    2.50    2.55    2.41    0.06    0.05    0.04    0.04    0.02    0.05    0.04    0.05    0.91    0.38    0.58    3.86    1.72    2.54    2.59    2.46
 2020 190    85     0     0    56.2    55.1     1.1     0.0   76.80   78.16    0.00    0.00    0.00   76.80   42.50    0.00    0.00    0.90     0.3     0.5    3.84    1.65    2.08    2.58    2.43    0.06    0.05    0.04    0.04    0.02    0.04    0.05    0.05    0.96    0.40    0.57    3.88    1.67    2.12    2.62    2.48
 2020 191    86     0     0    56.3    55.2     1.1     0.0   77.46   78.84    0.00    0.00    0.00   77.46   43.08    0.00    0.00    0.95     0.4     0.5    3.87    1.62    1.77    2.60    2.46    0.06    0.05    0.04    0.04    0.02    0.03    0.05    0.05    1.01    0.42    0.57    3.90    1.64    1.80    2.65    2.51
 2020 192    87     0     0    56.5    55.4     1.1     0.0   78.11   79.50    0.00    0.00    0.00   78.11   43.51    0.00    0.00    1.00     0.4     0.5    3.89    1.59    1.54    2.63    2.48    0.06    0.04    0.04    0.04    0.02    0.03    0.04    0.05    1.05    0.45    0.57    3.93    1.61    1.57    2.68    2.53
 2020 193    88     0     0    56.8    55.7     1.1     0.0   78.76   80.16    0.00    0.00    0.00   78.76   43.85    0.00    0.00    1.04     0.4     0.5    3.92    1.58    1.35    2.66    2.51    0.06    0.04    0.04    0.03    0.02    0.03    0.04    0.05    1.10    0.49    0.59    3.95    1.60    1.38    2.70    2.56
 2020 194    89     0     0    57.2    56.1     1.0     0.0   79.43   80.83    0.00    0.00    0.00   79.43   44.12    0.00    0.00    1.09     0.5     0.6    3.95    1.57    1.21    2.69    2.53    0.06    0.04    0.04    0.03    0.02    0.03    0.04    0.05    1.15    0.53    0.60    3.98    1.59    1.24    2.73    2.58
 2020 195    90     0     0    57.6    56.6     1.0     0.0   80.08   81.49    0.00    0.00    0.00   80.08   44.33    0.00    0.00    1.13     0.5     0.6    3.97    1.57    1.09    2.72    2.56    0.07    0.04    0.03    0.03    0.02    0.03    0.04    0.05    1.20    0.57    0.62    4.01    1.59    1.12    2.76    2.60
 2020 196    91     0     0    58.1    57.0     1.1     0.0   80.72   82.12    0.00    0.00    0.00   80.72   44.50    0.00    0.00    1.17     0.6     0.6    3.99    1.58    0.99    2.74    2.58    0.07    0.04    0.03    0.03    0.02    0.03    0.04    0.05    1.24    0.60    0.65    4.03    1.60    1.02    2.79    2.63
 2020 197    92     0     0    58.6    57.5     1.1     0.0   81.35   82.75    0.00    0.00    0.00   81.35   44.64    0.00    0.00    1.24     0.6     0.6    4.02    1.59    0.91    2.77    2.60    0.06    0.04    0.03    0.04    0.02    0.03    0.05    0.05    1.30    0.63    0.68    4.05    1.61    0.94    2.81    2.65
 2020 198    93     0     0    59.0    58.0     1.0     0.0   81.94   83.37    0.00    0.00    0.00   81.94   44.77    0.00    0.00    1.29     0.6     0.7    4.04    1.60    0.84    2.79    2.63    0.06    0.05    0.04    0.04    0.02    0.03    0.04    0.05    1.35    0.67    0.71    4.08    1.62    0.87    2.83    2.68
 2020 199    94     0     0    59.5    58.5     1.0     0.0   82.52   83.95    0.00    0.00    0.00   82.52   44.89    0.00    0.00    1.33     0.7     0.7    4.06    1.61    0.78    2.81    2.65    0.06    0.05    0.04    0.04    0.02    0.03    0.04    0.05    1.40    0.70    0.74    4.10    1.63    0.81    2.85    2.70
 2020 200    95     0     0    59.9    58.8     1.0     0.0   83.13   84.54    0.00    0.00    0.00   83.13   45.12    0.00    0.00    1.23     0.7     0.7    4.09    1.62    0.73    2.83    2.67    0.09    0.05    0.04    0.04    0.02    0.03    0.04    0.05    1.32    0.73    0.77    4.12    1.64    0.76    2.87    2.72
 2020 201    96     0     0    59.9    58.9     1.1     0.0   83.78   85.16    0.00    0.00    0.00   83.78   45.70    0.00    0.00    0.58     0.7     0.8    4.11    1.63    0.69    2.85    2.70    0.16    0.05    0.04    0.04    0.02    0.02    0.04    0.05    0.74    0.77    0.80    4.15    1.65    0.71    2.89    2.75
 2020 202    97     0     0    60.3    59.2     1.1     0.0   84.42   85.81    0.00    0.00    0.00   84.42   46.02    0.00    0.00    0.39     0.8     0.8    4.13    1.64    0.65    2.87    2.72    0.15    0.05    0.04    0.04    0.02    0.02    0.04    0.05    0.54    0.80    0.83    4.17    1.66    0.67    2.91    2.77
 2020 203    98     0     0    60.7    59.7     1.0     0.0   85.04   86.46    0.00    0.00    0.00   85.04   46.22    0.00    0.00    0.53     0.8     0.8    4.16    1.65    0.62    2.88    2.75    0.10    0.05    0.04    0.04    0.02    0.02    0.04    0.05    0.63    0.83    0.86    4.19    1.67    0.64    2.92    2.79
 2020 204    99     0     0    60.8    59.8     1.0     0.0   85.64   87.07    0.00    0.00    0.00   85.64   46.67    0.00    0.00    0.62     0.8     0.8    4.18    1.66    0.59    2.85    2.77    0.08    0.05    0.04    0.04    0.02    0.02    0.04    0.05    0.71    0.86    0.89    4.22    1.68    0.61    2.89    2.82
 2020 205   100     0     0    60.8    59.8     1.0     0.0   86.22   87.67    0.00    0.00    0.00   86.22   47.31    0.00    0.00    0.70     0.8     0.9    4.20    1.67    0.56    2.80    2.79    0.07    0.05    0.04    0.04    0.02    0.02    0.04    0.05    0.78    0.89    0.91    4.24    1.69    0.59    2.84    2.84
 2020 206   101     0     0    60.6    59.6     1.0     0.0   86.79   88.24    0.00    0.00    0.00   86.79   48.04    0.00    0.00    0.77     0.9     0.9    4.23    1.68    0.54    2.74    2.82    0.07    0.05    0.04    0.04    0.02    0.02    0.04    0.05    0.84    0.92    0.94    4.26    1.70    0.57    2.78    2.87
 2020 207   102     0     0    60.4    59.4     1.0     0.0   87.37   88.84    0.00    0.00    0.00   87.37   48.82    0.00    0.00    0.84     0.9     0.9    4.25    1.69    0.52    2.68    2.84    0.07    0.05    0.04    0.04    0.02    0.02    0.04    0.05    0.90    0.96    0.97    4.29    1.71    0.55    2.71    2.89
 2020 208   103     0     0    60.2    59.2     1.0     0.0   87.94   89.44    0.00    0.00    0.00   87.94   49.63    0.00    0.00    0.23     1.1     1.1    4.28    1.70    0.51    2.61    2.86    0.06    0.04    0.03    0.04    0.02    0.02    0.03    0.05    0.29    1.11    1.16    4.31    1.72    0.53    2.64    2.91
 2020 209   104     0     0    59.1    57.9     1.2     0.0   88.75   89.99    0.00    0.00    0.00   88.75   51.51    0.00    0.00    0.24     0.5     1.0    4.30    1.72    0.50    2.53    2.89    0.20    0.18    0.05    0.03    0.02    0.02    0.03    0.05    0.44    0.69    1.02    4.34    1.73    0.52    2.57    2.94
 2020 210   105     0     0    58.3    56.9     1.4     0.0   89.56   90.64    0.00    0.00    0.00   89.56   53.10    0.00    0.00    0.32     0.3     0.8    4.29    1.70    0.51    2.46    2.91    0.28    0.26    0.06    0.04    0.02    0.02    0.03    0.05    0.60    0.58    0.85    4.33    1.71    0.54    2.49    2.96
 2020 211   106     0     0    57.8    56.5     1.3     0.0   90.33   91.52    0.00    0.00    0.00   90.33   54.40    0.00    0.00    0.44     0.5     0.7    4.26    1.65    0.56    2.38    2.93    0.21    0.20    0.06    0.04    0.02    0.02    0.03    0.05    0.64    0.67    0.79    4.30    1.66    0.58    2.41    2.98
 2020 212   107     0     0    57.0    55.6     1.3     0.0   91.10   92.23    0.00    0.00    0.00   91.10   55.98    0.00    0.00    0.33     0.4     0.6    4.22    1.60    0.60    2.30    2.95    0.29    0.19    0.07    0.04    0.02    0.02    0.03    0.05    0.62    0.60    0.70    4.25    1.62    0.62    2.33    3.00
 2020 213   108     0     0    56.4    55.1     1.3     0.0   91.82   92.97    0.00    0.00    0.00   91.82   57.31    0.00    0.00    0.46     0.4     0.7    4.12    1.52    0.68    2.23    2.96    0.23    0.20    0.07    0.04    0.02    0.02    0.03    0.05    0.69    0.58    0.73    4.16    1.54    0.70    2.26    3.00
 2020 214   109     0     0    55.7    54.4     1.3     0.0   92.50   93.64    0.00    0.00    0.00   92.50   58.67    0.00    0.00    0.39     0.4     0.5    4.14    1.53    0.66    2.16    2.98    0.22    0.21    0.07    0.04    0.02    0.02    0.03    0.05    0.61    0.57    0.57    4.18    1.55    0.68    2.19    3.03
 2020 215   110     0     0    55.2    53.9     1.3     0.0   93.19   94.35    0.00    0.00    0.00   93.19   59.85    0.00    0.00    0.39     0.4     0.4    4.16    1.54    0.64    2.10    3.00    0.19    0.20    0.07    0.04    0.02    0.02    0.03    0.05    0.59    0.58    0.46    4.20    1.56    0.67    2.13    3.05
 2020 216   111     0     0    54.7    53.5     1.3     0.0   93.87   95.06    0.00    0.00    0.00   93.87   60.96    0.00    0.00    0.37     0.4     0.3    4.18    1.55    0.63    2.04    3.02    0.17    0.19    0.07    0.04    0.02    0.02    0.03    0.05    0.54    0.57    0.39    4.22    1.57    0.65    2.07    3.07
 2020 217   112     0     0    54.4    53.1     1.3     0.0   94.53   95.71    0.00    0.00    0.00   94.53   61.97    0.00    0.00    0.34     0.4     0.3    4.20    1.56    0.61    1.98    3.04    0.19    0.19    0.07    0.04    0.02    0.02    0.03    0.05    0.54    0.55    0.37    4.24    1.57    0.64    2.01    3.09
 2020 218   113     0     0    54.1    52.9     1.3     0.0   95.19   96.38    0.00    0.00    0.00   95.19   62.88    0.00    0.00    0.37     0.4     0.3    4.22    1.56    0.60    1.92    3.07    0.20    0.18    0.07    0.04    0.02    0.02    0.03    0.05    0.57    0.54    0.37    4.26    1.58    0.62    1.95    3.12
 2020 219   114     0     0    53.9    52.6     1.2     0.0   95.82   97.04    0.00    0.00    0.00   95.82   63.77    0.00    0.00    0.31     0.4     0.3    4.24    1.57    0.59    1.87    3.09    0.20    0.16    0.07    0.04    0.02    0.02    0.03    0.05    0.51    0.55    0.37    4.28    1.59    0.61    1.90    3.14
 2020 220   115     0     0    53.7    52.4     1.3     0.0   96.49   97.67    0.00    0.00    0.00   96.49   64.65    0.00    0.00    0.37     0.3     0.3    4.26    1.58    0.57    1.82    3.11    0.21    0.19    0.07    0.04    0.02    0.02    0.03    0.05    0.58    0.53    0.36    4.30    1.60    0.59    1.85    3.16
 2020 221   116     0     0    53.5    52.3     1.3     0.0   97.16   98.35    0.00    0.00    0.00   97.16   65.47    0.00    0.00    0.38     0.4     0.3    4.28    1.59    0.56    1.77    3.13    0.21    0.18    0.07    0.04    0.02    0.02    0.03    0.05    0.59    0.54    0.36    4.32    1.61    0.58    1.80    3.18
 2020 222   117     0     0    53.3    52.1     1.2     0.0   97.83   99.09    0.00    0.00    0.00   97.83   66.32    0.00    0.00    0.40     0.4     0.3    4.31    1.60    0.55    1.72    3.16    0.18    0.16    0.07    0.04    0.02    0.02    0.03    0.05    0.58    0.54    0.36    4.34    1.62    0.57    1.75    3.21
 2020 223   118     0     0    53.2    52.0     1.1     0.0   98.50   99.84    0.00    0.00    0.00   98.50   67.18    0.00    0.00    0.39     0.4     0.3    4.33    1.61    0.54    1.68    3.18    0.14    0.13    0.06    0.04    0.02    0.02    0.03    0.05    0.54    0.51    0.36    4.37    1.63    0.56    1.71    3.23
 2020 224   119     0     0    53.0    51.9     1.1     0.0   99.15  100.55    0.00    0.00    0.00   99.15   68.01    0.00    0.00    0.39     0.4     0.3    4.35    1.62    0.54    1.64    3.21    0.12    0.11    0.06    0.04    0.02    0.02    0.03    0.05    0.50    0.46    0.36    4.39    1.64    0.56    1.67    3.25
 2020 225   120     0     0    52.9    51.9     1.0     0.0   99.78  101.24    0.00    0.00    0.00   99.78   68.74    0.00    0.00    0.45     0.3     0.3    4.38    1.63    0.53    1.60    3.23    0.10    0.09    0.06    0.04    0.02    0.02    0.03    0.05    0.54    0.43    0.36    4.41    1.65    0.55    1.63    3.28
 2020 226   121     0     0    52.8    51.8     1.0     0.0  100.39  101.88    0.00    0.00    0.00  100.39   69.40    0.00    0.00    0.53     0.3     0.3    4.40    1.64    0.52    1.57    3.26    0.09    0.07    0.05    0.04    0.02    0.02    0.03    0.05    0.62    0.39    0.35    4.44    1.66    0.54    1.59    3.30
 2020 227   122     0     0    52.8    51.8     1.0     0.0  100.98  102.48    0.00    0.00    0.00  100.98   70.01    0.00    0.00    0.61     0.3     0.3    4.43    1.65    0.52    1.53    3.28    0.08    0.07    0.05    0.04    0.02    0.02    0.03    0.05    0.69    0.38    0.35    4.46    1.67    0.54    1.56    3.33
 2020 228   123     0     0    52.8    51.9     0.9     0.0  101.53  103.05    0.00    0.00    0.00  101.53   70.56    0.00    0.00    0.68     0.3     0.3    4.45    1.66    0.51    1.50    3.30    0.07    0.07    0.05    0.04    0.02    0.02    0.03    0.05    0.75    0.37    0.35    4.49    1.68    0.53    1.53    3.35
 2020 229   124     0     0    52.8    51.9     0.9     0.0  102.07  103.59    0.00    0.00    0.00  102.07   71.08    0.00    0.00    0.73     0.3     0.3    4.47    1.67    0.51    1.47    3.33    0.07    0.06    0.05    0.04    0.02    0.02    0.02    0.05    0.80    0.36    0.34    4.51    1.69    0.53    1.50    3.38
 2020 230   125     0     0    52.9    51.9     0.9     0.0  102.61  104.13    0.00    0.00    0.00  102.61   71.56    0.00    0.00    0.50     0.4     0.3    4.49    1.68    0.51    1.45    3.35    0.09    0.06    0.05    0.04    0.02    0.02    0.02    0.05    0.59    0.50    0.34    4.53    1.70    0.53    1.47    3.40
 2020 231   126     0     0    52.7    51.7     1.0     0.0  103.25  104.66    0.00    0.00    0.00  103.25   72.35    0.00    0.00    0.28     0.3     0.3    4.52    1.69    0.51    1.42    3.37    0.21    0.10    0.05    0.04    0.02    0.02    0.02    0.05    0.49    0.39    0.35    4.55    1.71    0.53    1.44    3.42
 2020 232   127     0     0    52.9    51.9     1.0     0.0  103.88  105.31    0.00    0.00    0.00  103.88   72.78    0.00    0.00    0.48     0.3     0.7    4.32    1.53    0.62    1.40    3.37    0.19    0.10    0.04    0.04    0.02    0.02    0.02    0.05    0.68    0.42    0.73    4.36    1.54    0.64    1.42    3.42
 2020 233   128     0     0    52.9    51.9     1.0     0.0  104.49  105.94    0.00    0.00    0.00  104.49   73.43    0.00    0.00    0.40     0.3     0.7    4.34    1.54    0.62    1.38    3.39    0.19    0.09    0.04    0.04    0.02    0.02    0.02    0.05    0.59    0.41    0.70    4.38    1.55    0.64    1.40    3.44
 2020 234   129     0     0    52.9    51.9     1.0     0.0  105.07  106.55    0.00    0.00    0.00  105.07   74.01    0.00    0.00    0.40     0.3     0.6    4.37    1.55    0.62    1.36    3.42    0.15    0.08    0.04    0.04    0.02    0.02    0.02    0.05    0.55    0.40    0.69    4.40    1.56    0.64    1.38    3.46
 2020 235   130     0     0    52.9    52.0     0.9     0.0  105.62  107.13    0.00    0.00    0.00  105.62   74.50    0.00    0.00    0.46     0.3     0.6    4.39    1.56    0.62    1.34    3.44    0.11    0.08    0.04    0.04    0.02    0.02    0.02    0.05    0.57    0.39    0.67    4.43    1.57    0.64    1.36    3.49
 2020 236   131     0     0    53.0    52.1     0.9     0.0  106.15  107.69    0.00    0.00    0.00  106.15   74.92    0.00    0.00    0.55     0.3     0.6    4.41    1.57    0.63    1.32    3.46    0.10    0.07    0.04    0.04    0.02    0.02    0.02    0.05    0.65    0.38    0.67    4.45    1.58    0.64    1.34    3.51
 2020 237   132     0     0    53.2    52.3     0.9     0.0  106.68  108.24    0.00    0.00    0.00  106.68   75.32    0.00    0.00    0.42     0.4     0.6    4.43    1.58    0.63    1.30    3.49    0.08    0.06    0.04    0.04    0.02    0.02    0.02    0.05    0.51    0.47    0.67    4.47    1.59    0.65    1.32    3.53
 2020 238   133     0     0    53.2    52.2     1.0     0.0  107.31  108.76    0.00    0.00    0.00  107.31   75.92    0.00    0.00    0.28     0.3     0.6    4.46    1.59    0.63    1.28    3.51    0.21    0.10    0.04    0.04    0.02    0.02    0.02    0.05    0.49    0.40    0.68    4.49    1.60    0.65    1.30    3.56
 2020 239   134     0     0    53.5    52.5     1.0     0.0  107.94  109.43    0.00    0.00    0.00  107.94   76.26    0.00    0.00    0.50     0.4     1.0    4.26    1.46    0.72    1.28    3.50    0.19    0.09    0.04    0.04    0.02    0.02    0.02    0.05    0.69    0.46    1.03    4.30    1.47    0.74    1.30    3.55
 2020 240   135     0     0    53.5    52.6     0.9     0.0  108.56  110.08    0.00    0.00    0.00  108.56   76.82    0.00    0.00    0.42     0.3     1.0    4.29    1.47    0.73    1.26    3.53    0.17    0.08    0.04    0.03    0.02    0.02    0.02    0.05    0.59    0.41    1.05    4.32    1.48    0.75    1.28    3.58
 2020 241   136     0     0    53.7    52.8     0.9     0.0  109.15  110.71    0.00    0.00    0.00  109.15   77.27    0.00    0.00    0.23     0.3     1.1    4.31    1.48    0.74    1.25    3.55    0.13    0.07    0.03    0.03    0.02    0.02    0.02    0.05    0.36    0.39    1.14    4.35    1.50    0.76    1.27    3.60
 2020 242   137     0     0    53.5    52.4     1.2     0.0  109.95  111.25    0.00    0.00    0.00  109.95   78.24    0.00    0.00    0.33     0.3     0.8    4.34    1.49    0.75    1.23    3.58    0.17    0.21    0.07    0.03    0.02    0.02    0.02    0.05    0.51    0.48    0.82    4.37    1.51    0.76    1.25    3.63
 2020 243   138     0     0    53.6    52.2     1.3     0.0  110.74  111.85    0.00    0.00    0.00  110.74   78.97    0.00    0.00    0.31     0.3     0.7    4.26    1.45    0.78    1.22    3.59    0.28    0.30    0.08    0.04    0.02    0.02    0.02    0.05    0.59    0.62    0.78    4.30    1.46    0.80    1.24    3.64
 2020 244   139     0     0    53.6    52.4     1.2     0.0  111.53  112.77    0.00    0.00    0.00  111.53   79.72    0.00    0.00    0.40     0.5     0.9    4.09    1.37    0.85    1.22    3.59    0.21    0.22    0.09    0.04    0.02    0.02    0.02    0.05    0.61    0.70    0.96    4.12    1.38    0.86    1.24    3.63
 2020 245   140     0     0    53.3    51.9     1.4     0.0  112.33  113.34    0.00    0.00    0.00  112.33   80.82    0.00    0.00    0.34     0.3     0.8    4.02    1.34    0.87    1.21    3.60    0.29    0.30    0.13    0.04    0.02    0.02    0.02    0.05    0.63    0.61    0.88    4.06    1.36    0.89    1.23    3.65
 2020 246   141     0     0    53.3    51.9     1.4     0.0  113.09  114.16    0.00    0.00    0.00  113.09   81.58    0.00    0.00    0.46     0.4     0.8    3.92    1.31    0.90    1.20    3.61    0.25    0.25    0.15    0.04    0.02    0.02    0.02    0.05    0.70    0.69    0.90    3.96    1.32    0.92    1.22    3.66
